08:6B:D7:FE:13:F7,1637438195,0,415,0,158.61,34.49,20.55,57.09
58:8E:81:72:F6:11,1637438166,3,420,0,147.35,34.11,20.68,53.90
14:B4:57:6D:A5:6D,1637438131,2,409,0,152.08,37.45,17.80,51.00
58:8E:81:72:F6:52,1637438334,2,408,0,36.99,35.28,19.77,56.36
00:0B:57:64:8F:DD,1637438306,0,405,0,64.28,35.25,19.36,49.79
14:B4:57:6D:A5:6D,1637438279,0,405,0,151.98,37.06,18.16,51.81
08:6B:D7:FE:13:F7,1637438514,0,403,0,40.17,32.59,22.96,52.53
58:8E:81:72:F6:11,1637438485,4,413,0,157.10,33.55,22.50,53.21
58:8E:81:72:F6:52,1637438461,12,438,0,27.69,34.87,20.22,53.80
14:B4:57:6D:A5:6D,1637438425,0,0,0,0.00,0.00,18.79,53.46
08:6B:D7:FE:13:F7,1637438685,0,400,0,357.69,32.65,22.96,51.91
58:8E:81:72:F6:11,1637438656,5,427,0,161.79,33.05,22.01,50.58
58:8E:81:72:F6:52,1637438632,0,405,0,34.59,32.10,22.96,55.49
14:B4:57:6D:A5:6D,1637438598,0,403,0,332.46,34.37,20.51,53.58
08:6B:D7:FE:13:F7,1637438877,0,400,0,344.44,32.76,22.64,52.05
58:8E:81:72:F6:11,1637438848,5,438,0,160.73,32.89,22.22,53.27
58:8E:81:72:F6:52,1637438824,0,405,0,37.72,33.23,22.06,55.71
00:0B:57:64:8F:DD,1637438796,0,400,0,63.78,35.81,18.57,48.97
14:B4:57:6D:A5:6D,1637438769,0,400,0,359.56,35.47,19.82,54.52
08:6B:D7:FE:13:F7,1637439069,3,439,0,340.01,31.34,20.93,54.56
58:8E:81:72:F6:11,1637439040,9,439,0,160.23,31.52,20.09,55.06
58:8E:81:72:F6:52,1637439016,2,401,0,37.94,33.11,19.73,55.66
00:0B:57:64:8F:DD,1637438988,0,400,0,63.68,34.58,19.39,50.80
14:B4:57:6D:A5:6D,1637438961,0,400,0,365.54,35.67,19.51,55.07
08:6B:D7:FE:13:F7,1637439261,7,482,0,337.89,30.14,22.21,55.22
